sent_id	split	source	sentence	tokens_json
s302	train	Mūlamadhyamakārikāḥ	na kāraṇasya sadṛśam kāryam iti upapadyate	[{"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "kāraṇasya", "kind": "noun", "lemma": "kāraṇa", "slot": "gen:sg"}, {"form": "sadṛśam", "kind": "adj", "lemma": "sadṛśa", "slot": "n:nom:sg"}, {"form": "kāryam", "kind": "noun", "lemma": "kārya", "slot": "nom:sg"}, {"form": "iti", "kind": "ind", "lemma": "iti", "slot": ""}, {"form": "upapadyate", "kind": "verb", "lemma": "upapad", "slot": "3:sg"}]
s303	train	Mṛgendraṭīkā	tasya manasaḥ akṣaiḥ yogāt jñānam utpadyate	[{"form": "tasya", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "manasaḥ", "kind": "noun", "lemma": "manas", "slot": "gen:sg"}, {"form": "akṣaiḥ", "kind": "noun", "lemma": "akṣa", "slot": "ins:pl"}, {"form": "yogāt", "kind": "noun", "lemma": "yoga", "slot": "abl:sg"}, {"form": "jñānam", "kind": "noun", "lemma": "jñāna", "slot": "nom:sg"}, {"form": "utpadyate", "kind": "verb", "lemma": "utpad", "slot": "3:sg"}]
s304	train	Nibandhasaṃgraha	śarīre vasati iti puruṣaḥ	[{"form": "śarīre", "kind": "noun", "lemma": "śarīra", "slot": "loc:sg"}, {"form": "vasati", "kind": "verb", "lemma": "vas", "slot": "3:sg"}, {"form": "iti", "kind": "ind", "lemma": "iti", "slot": ""}, {"form": "puruṣaḥ", "kind": "noun", "lemma": "puruṣa", "slot": "nom:sg"}]
s305	train	Nibandhasaṃgraha	bhāgaḥ iti asti	[{"form": "bhāgaḥ", "kind": "noun", "lemma": "bhāga", "slot": "nom:sg"}, {"form": "iti", "kind": "ind", "lemma": "iti", "slot": ""}, {"form": "asti", "kind": "verb", "lemma": "as", "slot": "3:sg"}]
s306	train	Parāśarasmṛtiṭīkā	udāharanti ca vacanāni	[{"form": "udāharanti", "kind": "verb", "lemma": "udāhṛ", "slot": "3:pl"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "vacanāni", "kind": "noun", "lemma": "vacana", "slot": "acc:pl"}]
s307	train	Pañcārthabhāṣya	tathā anyat api trividham duḥkham bhavati	[{"form": "tathā", "kind": "ind", "lemma": "tathā", "slot": ""}, {"form": "anyat", "kind": "adj", "lemma": "anya", "slot": "n:nom:sg"}, {"form": "api", "kind": "ind", "lemma": "api", "slot": ""}, {"form": "trividham", "kind": "adj", "lemma": "trividha", "slot": "n:nom:sg"}, {"form": "duḥkham", "kind": "noun", "lemma": "duḥkha", "slot": "nom:sg"}, {"form": "bhavati", "kind": "verb", "lemma": "bhū", "slot": "3:sg"}]
s308	eval	Prasannapadā	sā ca kriyā vijñānam janayati	[{"form": "sā", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "kriyā", "kind": "noun", "lemma": "kriyā", "slot": "nom:sg"}, {"form": "vijñānam", "kind": "noun", "lemma": "vijñāna", "slot": "acc:sg"}, {"form": "janayati", "kind": "verb", "lemma": "janay", "slot": "3:sg"}]
s309	train	Pāraskaragṛhyasūtra	mama vrate te hṛdayam dadhāmi	[{"form": "mama", "kind": "pron", "lemma": "mad", "slot": ""}, {"form": "vrate", "kind": "noun", "lemma": "vrata", "slot": "loc:sg"}, {"form": "te", "kind": "pron", "lemma": "tvad", "slot": ""}, {"form": "hṛdayam", "kind": "noun", "lemma": "hṛdaya", "slot": "acc:sg"}, {"form": "dadhāmi", "kind": "verb", "lemma": "dhā", "slot": "1:sg"}]
s310	train	Rasādhyāyaṭīkā	tataḥ cūrṇam bhavati	[{"form": "tataḥ", "kind": "ind", "lemma": "tataḥ", "slot": ""}, {"form": "cūrṇam", "kind": "noun", "lemma": "cūrṇa", "slot": "nom:sg"}, {"form": "bhavati", "kind": "verb", "lemma": "bhū", "slot": "3:sg"}]
s311	train	Rasādhyāyaṭīkā	tataḥ rasasya mukham jāyate	[{"form": "tataḥ", "kind": "ind", "lemma": "tataḥ", "slot": ""}, {"form": "rasasya", "kind": "noun", "lemma": "rasa", "slot": "gen:sg"}, {"form": "mukham", "kind": "noun", "lemma": "mukha", "slot": "nom:sg"}, {"form": "jāyate", "kind": "verb", "lemma": "jan", "slot": "3:sg"}]
s312	train	Rasārṇava	tat sarvam jāyate bhasma vajrasya eva prabhāvāt	[{"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "sarvam", "kind": "adj", "lemma": "sarva", "slot": "n:nom:sg"}, {"form": "jāyate", "kind": "verb", "lemma": "jan", "slot": "3:sg"}, {"form": "bhasma", "kind": "noun", "lemma": "bhasman", "slot": "nom:sg"}, {"form": "vajrasya", "kind": "noun", "lemma": "vajra", "slot": "gen:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "prabhāvāt", "kind": "noun", "lemma": "prabhāva", "slot": "abl:sg"}]
s313	eval	Rasārṇavakalpa	na eva siddhiḥ prajāyate	[{"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "siddhiḥ", "kind": "noun", "lemma": "siddhi", "slot": "nom:sg"}, {"form": "prajāyate", "kind": "verb", "lemma": "prajan", "slot": "3:sg"}]
s314	train	Rāmāyaṇa	jyeṣṭhāyām asi mama patnyām sadṛśāyām sadṛśaḥ sutaḥ	[{"form": "jyeṣṭhāyām", "kind": "adj", "lemma": "jyeṣṭha", "slot": "f:loc:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}, {"form": "mama", "kind": "pron", "lemma": "mad", "slot": ""}, {"form": "patnyām", "kind": "noun", "lemma": "patnī", "slot": "loc:sg"}, {"form": "sadṛśāyām", "kind": "adj", "lemma": "sadṛśa", "slot": "f:loc:sg"}, {"form": "sadṛśaḥ", "kind": "adj", "lemma": "sadṛśa", "slot": "m:nom:sg"}, {"form": "sutaḥ", "kind": "noun", "lemma": "suta", "slot": "nom:sg"}]
s315	train	Rāmāyaṇa	sadā sukham na jānāmi duḥkham eva sadā vanam	[{"form": "sadā", "kind": "ind", "lemma": "sadā", "slot": ""}, {"form": "sukham", "kind": "noun", "lemma": "sukha", "slot": "acc:sg"}, {"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "jānāmi", "kind": "verb", "lemma": "jñā", "slot": "1:sg"}, {"form": "duḥkham", "kind": "noun", "lemma": "duḥkha", "slot": "acc:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "sadā", "kind": "ind", "lemma": "sadā", "slot": ""}, {"form": "vanam", "kind": "noun", "lemma": "vana", "slot": "acc:sg"}]
s316	train	Rāmāyaṇa	vipulām ca mama prītim sthirām jānāsi rāghave	[{"form": "vipulām", "kind": "adj", "lemma": "vipula", "slot": "f:acc:sg"}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "mama", "kind": "pron", "lemma": "mad", "slot": ""}, {"form": "prītim", "kind": "noun", "lemma": "prīti", "slot": "acc:sg"}, {"form": "sthirām", "kind": "adj", "lemma": "sthira", "slot": "f:acc:sg"}, {"form": "jānāsi", "kind": "verb", "lemma": "jñā", "slot": "2:sg"}, {"form": "rāghave", "kind": "noun", "lemma": "rāghava", "slot": "loc:sg"}]
s317	train	Rāmāyaṇa	manaḥ hi hetuḥ sarveṣām indriyāṇām pravartate	[{"form": "manaḥ", "kind": "noun", "lemma": "manas", "slot": "nom:sg"}, {"form": "hi", "kind": "ind", "lemma": "hi", "slot": ""}, {"form": "hetuḥ", "kind": "noun", "lemma": "hetu", "slot": "nom:sg"}, {"form": "sarveṣām", "kind": "adj", "lemma": "sarva", "slot": "n:gen:pl"}, {"form": "indriyāṇām", "kind": "noun", "lemma": "indriya", "slot": "gen:pl"}, {"form": "pravartate", "kind": "verb", "lemma": "pravṛt", "slot": "3:sg"}]
s318	train	Saddharmapuṇḍarīkasūtra	na santi nakṣatrāṇi	[{"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "santi", "kind": "verb", "lemma": "as", "slot": "3:pl"}, {"form": "nakṣatrāṇi", "kind": "noun", "lemma": "nakṣatra", "slot": "nom:pl"}]
s319	train	Saddharmapuṇḍarīkasūtra	na santi grahāḥ	[{"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "santi", "kind": "verb", "lemma": "as", "slot": "3:pl"}, {"form": "grahāḥ", "kind": "noun", "lemma": "graha", "slot": "nom:pl"}]
s320	train	Saddharmapuṇḍarīkasūtra	tām ca kriyām na smarasi	[{"form": "tām", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "kriyām", "kind": "noun", "lemma": "kriyā", "slot": "acc:sg"}, {"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "smarasi", "kind": "verb", "lemma": "smṛ", "slot": "2:sg"}]
s321	train	Saddharmapuṇḍarīkasūtra	tān ca bhagavān evam vadati	[{"form": "tān", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "bhagavān", "kind": "noun", "lemma": "bhagavat", "slot": "nom:sg"}, {"form": "evam", "kind": "ind", "lemma": "evam", "slot": ""}, {"form": "vadati", "kind": "verb", "lemma": "vad", "slot": "3:sg"}]
s322	train	Skandapurāṇa (Revākhaṇḍa)	te yānti paramam lokam tatra tīrthe na saṃśayaḥ	[{"form": "te", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "yānti", "kind": "verb", "lemma": "yā", "slot": "3:pl"}, {"form": "paramam", "kind": "adj", "lemma": "parama", "slot": "m:acc:sg"}, {"form": "lokam", "kind": "noun", "lemma": "loka", "slot": "acc:sg"}, {"form": "tatra", "kind": "ind", "lemma": "tatra", "slot": ""}, {"form": "tīrthe", "kind": "noun", "lemma": "tīrtha", "slot": "loc:sg"}, {"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "saṃśayaḥ", "kind": "noun", "lemma": "saṃśaya", "slot": "nom:sg"}]
s323	train	Skandapurāṇa (Revākhaṇḍa)	tīrthasya abhimukhaḥ nityam jāyate na atra saṃśayaḥ	[{"form": "tīrthasya", "kind": "noun", "lemma": "tīrtha", "slot": "gen:sg"}, {"form": "abhimukhaḥ", "kind": "adj", "lemma": "abhimukha", "slot": "m:nom:sg"}, {"form": "nityam", "kind": "ind", "lemma": "nityam", "slot": ""}, {"form": "jāyate", "kind": "verb", "lemma": "jan", "slot": "3:sg"}, {"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "atra", "kind": "ind", "lemma": "atra", "slot": ""}, {"form": "saṃśayaḥ", "kind": "noun", "lemma": "saṃśaya", "slot": "nom:sg"}]
s324	train	Skandapurāṇa (Revākhaṇḍa)	yāvataḥ tatra tīrthe tu vṛkṣān paśyanti mānavāḥ	[{"form": "yāvataḥ", "kind": "adj", "lemma": "yāvat", "slot": "m:acc:pl"}, {"form": "tatra", "kind": "ind", "lemma": "tatra", "slot": ""}, {"form": "tīrthe", "kind": "noun", "lemma": "tīrtha", "slot": "loc:sg"}, {"form": "tu", "kind": "ind", "lemma": "tu", "slot": ""}, {"form": "vṛkṣān", "kind": "noun", "lemma": "vṛkṣa", "slot": "acc:pl"}, {"form": "paśyanti", "kind": "verb", "lemma": "dṛś", "slot": "3:pl"}, {"form": "mānavāḥ", "kind": "noun", "lemma": "mānava", "slot": "nom:pl"}]
s325	train	Skandapurāṇa (Revākhaṇḍa)	nārī naraḥ tathā api evam labhate kāmam uttamam	[{"form": "nārī", "kind": "noun", "lemma": "nārī", "slot": "nom:sg"}, {"form": "naraḥ", "kind": "noun", "lemma": "nara", "slot": "nom:sg"}, {"form": "tathā", "kind": "ind", "lemma": "tathā", "slot": ""}, {"form": "api", "kind": "ind", "lemma": "api", "slot": ""}, {"form": "evam", "kind": "ind", "lemma": "evam", "slot": ""}, {"form": "labhate", "kind": "verb", "lemma": "labh", "slot": "3:sg"}, {"form": "kāmam", "kind": "noun", "lemma": "kāma", "slot": "acc:sg"}, {"form": "uttamam", "kind": "adj", "lemma": "uttama", "slot": "m:acc:sg"}]
s326	train	Sāṃkhyakārikābhāṣya	guṇāḥ guṇeṣu vartante iti vacanāt	[{"form": "guṇāḥ", "kind": "noun", "lemma": "guṇa", "slot": "nom:pl"}, {"form": "guṇeṣu", "kind": "noun", "lemma": "guṇa", "slot": "loc:pl"}, {"form": "vartante", "kind": "verb", "lemma": "vṛt", "slot": "3:pl"}, {"form": "iti", "kind": "ind", "lemma": "iti", "slot": ""}, {"form": "vacanāt", "kind": "noun", "lemma": "vacana", "slot": "abl:sg"}]
s327	train	Sāṃkhyakārikābhāṣya	tasya na asti mokṣaḥ iti	[{"form": "tasya", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "asti", "kind": "verb", "lemma": "as", "slot": "3:sg"}, {"form": "mokṣaḥ", "kind": "noun", "lemma": "mokṣa", "slot": "nom:sg"}, {"form": "iti", "kind": "ind", "lemma": "iti", "slot": ""}]
s328	train	Taittirīyabrāhmaṇa	retaḥ eva tat dadhāti	[{"form": "retaḥ", "kind": "noun", "lemma": "retas", "slot": "acc:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "dadhāti", "kind": "verb", "lemma": "dhā", "slot": "3:sg"}]
s329	train	Taittirīyabrāhmaṇa	tam te harāmi brahmaṇā	[{"form": "tam", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "te", "kind": "pron", "lemma": "tvad", "slot": ""}, {"form": "harāmi", "kind": "verb", "lemma": "hṛ", "slot": "1:sg"}, {"form": "brahmaṇā", "kind": "noun", "lemma": "brahman", "slot": "ins:sg"}]
s330	train	Taittirīyabrāhmaṇa	saḥ atra juhoti	[{"form": "saḥ", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "atra", "kind": "ind", "lemma": "atra", "slot": ""}, {"form": "juhoti", "kind": "verb", "lemma": "hu", "slot": "3:sg"}]
s331	train	Taittirīyasaṃhitā	indrasya bāhuḥ asi	[{"form": "indrasya", "kind": "noun", "lemma": "indra", "slot": "gen:sg"}, {"form": "bāhuḥ", "kind": "noun", "lemma": "bāhu", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}]
s332	train	Taittirīyasaṃhitā	viśaḥ yantre sthaḥ	[{"form": "viśaḥ", "kind": "noun", "lemma": "viś", "slot": "gen:sg"}, {"form": "yantre", "kind": "noun", "lemma": "yantra", "slot": "nom:du"}, {"form": "sthaḥ", "kind": "verb", "lemma": "as", "slot": "2:du"}]
s333	train	Taittirīyasaṃhitā	viṣṇoḥ sthānam asi	[{"form": "viṣṇoḥ", "kind": "noun", "lemma": "viṣṇu", "slot": "gen:sg"}, {"form": "sthānam", "kind": "noun", "lemma": "sthāna", "slot": "nom:sg"}, {"form": "asi", "kind": "verb", "lemma": "as", "slot": "2:sg"}]
s334	train	Taittirīyasaṃhitā	yajñam eva tat saṃbharati	[{"form": "yajñam", "kind": "noun", "lemma": "yajña", "slot": "acc:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "saṃbharati", "kind": "verb", "lemma": "sambhṛ", "slot": "3:sg"}]
s335	train	Taittirīyasaṃhitā	śatam brāhmaṇāḥ pibanti	[{"form": "śatam", "kind": "noun", "lemma": "śata", "slot": "acc:sg"}, {"form": "brāhmaṇāḥ", "kind": "noun", "lemma": "brāhmaṇa", "slot": "nom:pl"}, {"form": "pibanti", "kind": "verb", "lemma": "pā", "slot": "3:pl"}]
s336	eval	Taittirīyasaṃhitā	na yajñam rakṣāṃsi ghnanti	[{"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "yajñam", "kind": "noun", "lemma": "yajña", "slot": "acc:sg"}, {"form": "rakṣāṃsi", "kind": "noun", "lemma": "rakṣas", "slot": "nom:pl"}, {"form": "ghnanti", "kind": "verb", "lemma": "han", "slot": "3:pl"}]
s337	train	Taittirīyasaṃhitā	yonau eva retaḥ dadhāti	[{"form": "yonau", "kind": "noun", "lemma": "yoni", "slot": "loc:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "retaḥ", "kind": "noun", "lemma": "retas", "slot": "acc:sg"}, {"form": "dadhāti", "kind": "verb", "lemma": "dhā", "slot": "3:sg"}]
s338	train	Taittirīyasaṃhitā	yāvān eva puruṣaḥ tasmin yaśaḥ dadhāti	[{"form": "yāvān", "kind": "adj", "lemma": "yāvat", "slot": "m:nom:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "puruṣaḥ", "kind": "noun", "lemma": "puruṣa", "slot": "nom:sg"}, {"form": "tasmin", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "yaśaḥ", "kind": "noun", "lemma": "yaśas", "slot": "acc:sg"}, {"form": "dadhāti", "kind": "verb", "lemma": "dhā", "slot": "3:sg"}]
s339	eval	Taittirīyasaṃhitā	jāyate eva tat	[{"form": "jāyate", "kind": "verb", "lemma": "jan", "slot": "3:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}]
s340	eval	Taittirīyasaṃhitā	rūpam eva paśuṣu dadhāti	[{"form": "rūpam", "kind": "noun", "lemma": "rūpa", "slot": "acc:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "paśuṣu", "kind": "noun", "lemma": "paśu", "slot": "loc:pl"}, {"form": "dadhāti", "kind": "verb", "lemma": "dhā", "slot": "3:sg"}]
s341	train	Taittirīyasaṃhitā	prajāpateḥ eva tat cakṣuḥ saṃbharati	[{"form": "prajāpateḥ", "kind": "noun", "lemma": "prajāpati", "slot": "gen:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "cakṣuḥ", "kind": "noun", "lemma": "cakṣus", "slot": "acc:sg"}, {"form": "saṃbharati", "kind": "verb", "lemma": "sambhṛ", "slot": "3:sg"}]
s342	train	Taittirīyasaṃhitā	prāṇeṣu eva tejaḥ dadhāti	[{"form": "prāṇeṣu", "kind": "noun", "lemma": "prāṇa", "slot": "loc:pl"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tejaḥ", "kind": "noun", "lemma": "tejas", "slot": "acc:sg"}, {"form": "dadhāti", "kind": "verb", "lemma": "dhā", "slot": "3:sg"}]
s343	train	Taittirīyasaṃhitā	manaḥ eva aśnute	[{"form": "manaḥ", "kind": "noun", "lemma": "manas", "slot": "acc:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "aśnute", "kind": "verb", "lemma": "aś", "slot": "3:sg"}]
s344	train	Taittirīyasaṃhitā	prajāsu eva āyuḥ dadhāti	[{"form": "prajāsu", "kind": "noun", "lemma": "prajā", "slot": "loc:pl"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "āyuḥ", "kind": "noun", "lemma": "āyus", "slot": "acc:sg"}, {"form": "dadhāti", "kind": "verb", "lemma": "dhā", "slot": "3:sg"}]
s345	train	Taittirīyasaṃhitā	sa devānām bhogāya bhavati	[{"form": "sa", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "devānām", "kind": "noun", "lemma": "deva", "slot": "gen:pl"}, {"form": "bhogāya", "kind": "noun", "lemma": "bhoga", "slot": "dat:sg"}, {"form": "bhavati", "kind": "verb", "lemma": "bhū", "slot": "3:sg"}]
s346	train	Taittirīyopaniṣad	saḥ aśnute sarvān kāmān saha	[{"form": "saḥ", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "aśnute", "kind": "verb", "lemma": "aś", "slot": "3:sg"}, {"form": "sarvān", "kind": "adj", "lemma": "sarva", "slot": "m:acc:pl"}, {"form": "kāmān", "kind": "noun", "lemma": "kāma", "slot": "acc:pl"}, {"form": "saha", "kind": "ind", "lemma": "saha", "slot": ""}]
s347	train	Taittirīyopaniṣad	annāt bhūtāni jāyante	[{"form": "annāt", "kind": "noun", "lemma": "anna", "slot": "abl:sg"}, {"form": "bhūtāni", "kind": "noun", "lemma": "bhūta", "slot": "nom:pl"}, {"form": "jāyante", "kind": "verb", "lemma": "jan", "slot": "3:pl"}]
s348	train	Taittirīyāraṇyaka	yāvān eva yajñaḥ tasya śiraḥ saṃbharati	[{"form": "yāvān", "kind": "adj", "lemma": "yāvat", "slot": "m:nom:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "yajñaḥ", "kind": "noun", "lemma": "yajña", "slot": "nom:sg"}, {"form": "tasya", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "śiraḥ", "kind": "noun", "lemma": "śiras", "slot": "acc:sg"}, {"form": "saṃbharati", "kind": "verb", "lemma": "sambhṛ", "slot": "3:sg"}]
s349	train	Taittirīyāraṇyaka	tejasā eva tejaḥ samardhayati	[{"form": "tejasā", "kind": "noun", "lemma": "tejas", "slot": "ins:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "tejaḥ", "kind": "noun", "lemma": "tejas", "slot": "acc:sg"}, {"form": "samardhayati", "kind": "verb", "lemma": "samardhay", "slot": "3:sg"}]
s350	train	Tantrākhyāyikā	tat aham api evam eva bravīmi	[{"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "aham", "kind": "pron", "lemma": "mad", "slot": ""}, {"form": "api", "kind": "ind", "lemma": "api", "slot": ""}, {"form": "evam", "kind": "ind", "lemma": "evam", "slot": ""}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "bravīmi", "kind": "verb", "lemma": "brū", "slot": "1:sg"}]
s351	eval	Tarkasaṃgraha	saḥ ca na asti eva	[{"form": "saḥ", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "asti", "kind": "verb", "lemma": "as", "slot": "3:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}]
s352	train	Toḍalatantra	pṛthivyām avyayaḥ dehaḥ bhavati eva na saṃśayaḥ	[{"form": "pṛthivyām", "kind": "noun", "lemma": "pṛthivī", "slot": "loc:sg"}, {"form": "avyayaḥ", "kind": "adj", "lemma": "avyaya", "slot": "m:nom:sg"}, {"form": "dehaḥ", "kind": "noun", "lemma": "deha", "slot": "nom:sg"}, {"form": "bhavati", "kind": "verb", "lemma": "bhū", "slot": "3:sg"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}, {"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "saṃśayaḥ", "kind": "noun", "lemma": "saṃśaya", "slot": "nom:sg"}]
s353	train	Vaikhānasaśrautasūtra	sā agnihotrasya sthāne bhavati	[{"form": "sā", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "agnihotrasya", "kind": "noun", "lemma": "agnihotra", "slot": "gen:sg"}, {"form": "sthāne", "kind": "noun", "lemma": "sthāna", "slot": "loc:sg"}, {"form": "bhavati", "kind": "verb", "lemma": "bhū", "slot": "3:sg"}]
s354	train	Vaikhānasaśrautasūtra	uru antarikṣam iti gacchati	[{"form": "uru", "kind": "adj", "lemma": "uru", "slot": "n:acc:sg"}, {"form": "antarikṣam", "kind": "noun", "lemma": "antarikṣa", "slot": "acc:sg"}, {"form": "iti", "kind": "ind", "lemma": "iti", "slot": ""}, {"form": "gacchati", "kind": "verb", "lemma": "gam", "slot": "3:sg"}]
s355	train	Vaikhānasaśrautasūtra	tvam agne gṛhapatiḥ iti adhvaryuḥ gārhapatyam upatiṣṭhate	[{"form": "tvam", "kind": "pron", "lemma": "tvad", "slot": ""}, {"form": "agne", "kind": "noun", "lemma": "agni", "slot": "voc:sg"}, {"form": "gṛhapatiḥ", "kind": "noun", "lemma": "gṛhapati", "slot": "nom:sg"}, {"form": "iti", "kind": "ind", "lemma": "iti", "slot": ""}, {"form": "adhvaryuḥ", "kind": "noun", "lemma": "adhvaryu", "slot": "nom:sg"}, {"form": "gārhapatyam", "kind": "noun", "lemma": "gārhapatya", "slot": "acc:sg"}, {"form": "upatiṣṭhate", "kind": "verb", "lemma": "upasthā", "slot": "3:sg"}]
s356	train	Vaikhānasaśrautasūtra	tat śiraḥ bhavati	[{"form": "tat", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "śiraḥ", "kind": "noun", "lemma": "śiras", "slot": "nom:sg"}, {"form": "bhavati", "kind": "verb", "lemma": "bhū", "slot": "3:sg"}]
s357	train	Vaitānasūtra	na nāma gṛhṇāti	[{"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "nāma", "kind": "noun", "lemma": "nāman", "slot": "acc:sg"}, {"form": "gṛhṇāti", "kind": "verb", "lemma": "grah", "slot": "3:sg"}]
s358	train	Vasiṣṭhadharmasūtra	śūdraḥ māsena śudhyati	[{"form": "śūdraḥ", "kind": "noun", "lemma": "śūdra", "slot": "nom:sg"}, {"form": "māsena", "kind": "noun", "lemma": "māsa", "slot": "ins:sg"}, {"form": "śudhyati", "kind": "verb", "lemma": "śudh", "slot": "3:sg"}]
s359	train	Vasiṣṭhadharmasūtra	brāhmaṇaḥ bhavati agniḥ	[{"form": "brāhmaṇaḥ", "kind": "noun", "lemma": "brāhmaṇa", "slot": "nom:sg"}, {"form": "bhavati", "kind": "verb", "lemma": "bhū", "slot": "3:sg"}, {"form": "agniḥ", "kind": "noun", "lemma": "agni", "slot": "nom:sg"}]
s360	train	Viṃśatikāvṛtti	na te na sambhavanti eva	[{"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "te", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "sambhavanti", "kind": "verb", "lemma": "sambhū", "slot": "3:pl"}, {"form": "eva", "kind": "ind", "lemma": "eva", "slot": ""}]
s361	train	Viṃśatikāvṛtti	saṃyogaḥ iti vartate	[{"form": "saṃyogaḥ", "kind": "noun", "lemma": "saṃyoga", "slot": "nom:sg"}, {"form": "iti", "kind": "ind", "lemma": "iti", "slot": ""}, {"form": "vartate", "kind": "verb", "lemma": "vṛt", "slot": "3:sg"}]
s362	train	Viṃśatikāvṛtti	saḥ ca ekaḥ na sidhyati	[{"form": "saḥ", "kind": "pron", "lemma": "tad", "slot": ""}, {"form": "ca", "kind": "ind", "lemma": "ca", "slot": ""}, {"form": "ekaḥ", "kind": "adj", "lemma": "eka", "slot": "m:nom:sg"}, {"form": "na", "kind": "ind", "lemma": "na", "slot": ""}, {"form": "sidhyati", "kind": "verb", "lemma": "sidh", "slot": "3:sg"}]
